IdCursosSocios,IdCurso,idSocio,Activo,Termino
1239,208,6234,True,False
1240,208,4497,True,False
1241,208,5944,True,False
1242,208,5136,True,False
1243,208,4981,True,False
1244,208,5942,True,False
1245,208,5460,True,False
1246,208,6321,True,False
1247,209,4452,True,False
1248,209,5180,True,False
1249,209,4674,True,False
1250,209,5933,True,False
1251,209,6210,True,False
1252,209,5046,True,False
1253,209,3656,True,False
1254,209,4808,True,False
1255,209,5542,True,False
1256,209,6022,True,False
1257,209,5988,True,False
1258,209,3658,True,False
1259,209,6341,True,False
1260,209,6018,True,False
1261,209,6344,True,False
1262,209,6340,True,False
1263,209,6343,True,False
1264,209,6342,True,False
1265,210,5980,True,False
1266,210,5979,True,False
1267,210,6197,True,False
1268,210,6201,True,False
1269,210,6207,True,False
1270,210,5805,True,False
1271,210,5116,True,False
1272,210,6367,True,False
1273,210,6362,True,False
1274,210,6354,True,False
1275,210,6356,True,False
1276,210,6366,True,False
1277,210,6361,True,False
1278,210,6365,True,False
1279,210,6360,True,False
1280,210,6363,True,False
1281,210,6359,True,False
1282,210,6358,True,False
1283,210,6368,True,False
1284,210,6364,True,False
1285,210,5210,True,False
1286,210,4658,True,False
1287,210,6355,True,False
1288,210,6357,True,False
1289,210,6370,True,False
1290,210,6318,True,False
1291,210,3333,True,False
1292,209,4711,True,False
1293,205,6262,True,False
1294,208,6339,True,False
1295,208,4374,True,False
1296,210,6376,True,False
1297,209,4488,True,False
1298,210,6369,True,False
1299,211,6406,True,False
1300,211,6407,True,False
1301,211,4172,True,False
1302,211,3658,True,False
1303,211,3512,True,False
1304,211,6082,True,False
1305,211,6091,True,False
1306,211,4031,True,False
1307,211,5881,True,False
1308,211,6267,True,False
1309,211,4558,True,False
1310,211,4674,True,False
1311,211,6204,True,False
1312,211,5604,True,False
1313,211,4374,True,False
1314,211,6411,True,False
1315,211,6224,True,False
1316,211,6412,True,False
1317,211,6408,True,False
1318,211,6226,True,False
1319,211,6413,True,False
1320,211,6410,True,False
1321,211,6209,True,False
1322,211,6418,True,False
1323,211,4808,True,False
1324,211,6415,True,False
1325,211,6409,True,False
1326,211,6414,True,False
1327,211,5696,True,False
1328,211,5988,True,False
1329,211,6417,True,False
1330,211,6428,True,False
1331,212,6218,True,False
1332,212,6526,True,False
1333,212,6528,True,False
1334,212,4664,True,False
1335,212,6530,True,False
1336,212,5460,True,False
1337,212,4544,True,False
1338,212,6527,True,False
1339,212,6545,True,False
1340,212,6018,True,False
1341,212,5887,True,False
1342,212,6544,True,False
1343,212,4981,True,False
1344,212,5610,True,False
1345,212,3512,True,False
1346,212,6529,True,False
1347,212,6366,True,False
1348,212,6531,True,False
1349,212,6532,True,False
1350,212,6405,True,False
1351,212,6525,True,False
1352,212,6219,True,False
1353,212,6339,True,False
1354,212,5842,True,False
1355,212,6342,True,False
1356,212,4658,True,False
1357,212,5171,True,False
1358,213,6495,True,False
1359,213,6369,True,False
1360,213,4711,True,False
1361,213,6197,True,False
1362,213,6494,True,False
1363,213,5116,True,False
1364,213,6207,True,False
1365,213,6536,True,False
1366,213,6201,True,False
1367,213,6505,True,False
1368,213,6503,True,False
1369,213,6496,True,False
1370,213,5855,True,False
1371,213,6506,True,False
1372,213,6502,True,False
1373,213,6504,True,False
1374,213,6507,True,False
1375,213,6497,True,False
1376,213,6499,True,False
1377,213,6501,True,False
1378,213,6498,True,False
1379,213,6500,True,False
1380,213,6535,True,False
1381,213,6393,True,False
1382,212,6322,True,False
1383,214,4998,True,False
1384,214,6607,True,False
1385,214,6528,True,False
1386,214,4570,True,False
1387,214,6545,True,False
1388,214,5601,True,False
1389,214,5610,True,False
1390,214,3512,True,False
1391,214,3514,True,False
1392,214,6322,True,False
1393,214,6531,True,False
1394,214,6532,True,False
1395,214,5121,True,False
1396,214,6405,True,False
1397,214,6608,True,False
1398,214,6525,True,False
1399,214,6339,True,False
1400,214,5162,True,False
1401,214,6311,True,False
1402,214,6342,True,False
1403,215,6223,True,False
1404,215,3032,True,False
1405,215,5994,True,False
1406,215,5842,True,False
1407,215,6606,True,False
1408,215,5845,True,False
1409,215,5277,True,False
1410,215,6529,True,False
1411,215,6318,True,False
1412,215,6226,True,False
1413,215,5171,True,False
1414,215,6527,True,False
1415,215,4711,True,False
1416,215,5839,True,False
1417,215,6369,True,False
1418,215,4808,True,False
1419,215,4664,True,False
1420,215,6415,True,False
1421,215,5271,True,False
1422,215,5978,True,False
1423,216,5855,True,False
1424,216,6022,True,False
1425,216,6218,True,False
1426,216,6498,True,False
1427,216,6506,True,False
1428,216,6497,True,False
1429,216,6503,True,False
1430,216,6267,True,False
1431,216,6204,True,False
1432,216,6495,True,False
1433,216,6505,True,False
1434,216,6224,True,False
1435,216,6494,True,False
1436,216,6407,True,False
1437,216,6209,True,False
1438,216,6052,True,False
1439,216,6002,True,False
1440,214,6617,True,False
1441,215,6496,True,False
1442,217,4812,True,False
1443,217,3546,True,False
1444,217,5171,True,False
1445,217,4031,True,False
1446,217,6494,True,False
1447,217,6218,True,False
1448,217,6224,True,False
1449,217,6506,True,False
1450,217,4664,True,False
1451,217,6496,True,False
1452,217,6505,True,False
1453,217,6501,True,False
1454,217,5990,True,False
1455,217,6527,True,False
1456,217,6500,True,False
1457,217,3032,False,False
1458,217,5839,True,False
1459,217,5988,True,False
1460,217,6504,True,False
1461,217,4488,True,False
1462,217,4723,True,False
1463,217,6599,True,False
1464,217,5842,True,False
1465,217,6617,True,False
1466,217,6691,True,False
1467,217,6201,True,False
1468,217,6689,True,False
1469,217,6692,True,False
1470,217,6690,True,False
1471,217,6688,True,False
1472,217,6687,True,False
1473,218,5933,True,False
1474,218,6494,True,False
1475,218,4674,True,False
1476,218,6699,True,False
1477,218,6700,True,False
1478,218,5601,True,False
1479,218,5305,True,False
1480,218,4981,True,False
1481,218,6044,True,False
1482,218,6221,True,False
1483,218,6701,True,False
1484,218,6354,True,False
1485,218,5855,True,False
1486,218,5046,True,False
1487,218,6022,True,False
1488,218,4822,True,False
1489,218,6704,True,False
1490,218,6702,True,False
1491,218,3062,True,False
1492,218,6341,True,False
1493,218,6525,True,False
1494,218,6499,True,False
1495,218,5988,True,False
1496,218,6710,True,False
1497,218,6709,True,False
1498,219,6527,True,False
1499,219,6532,True,False
1500,219,6226,True,False
1501,219,3280,True,False
1502,219,5921,True,False
1503,219,6223,True,False
1504,219,5970,True,False
1505,219,4898,True,False
1506,219,6729,True,False
1507,219,6726,True,False
1508,219,6727,True,False
1509,219,3192,True,False
1510,219,5007,True,False
1511,219,6730,True,False
1512,219,6731,True,False
1513,219,6732,True,False
1514,220,5443,True,False
1515,221,6487,True,False
1516,221,7068,True,False
1517,221,7149,True,False
1518,221,6489,True,True
1519,221,6486,True,False
1520,221,5788,True,False
1521,221,6828,True,False
1522,221,7128,True,False
1523,221,7177,True,False
1524,221,7170,True,False
1525,221,7150,True,False
1526,221,7178,True,False
1527,221,7062,True,False
1528,221,7109,True,False
1529,222,4711,True,True
1530,223,7267,True,False
1531,223,7390,True,False
1532,223,6494,True,False
1533,223,7074,True,False
1534,223,7356,True,False
1535,223,5792,True,False
